START DATE,START TIME,START TIME ET,SUBJECT,LOCATION,DESCRIPTION,END DATE,END DATE ET,END TIME,END TIME ET,REMINDER OFF,REMINDER ON,REMINDER DATE,REMINDER TIME,REMINDER TIME ET,SHOWTIMEAS FREE,SHOWTIMEAS BUSY
06/25/18,08:10 PM,08:10 PM,Blue Jays at Astros,Minute Maid Park - Houston,"",06/25/18,06/25/18,11:10 PM,11:10 PM,FALSE,TRUE,06/25/18,07:10 PM,07:10 PM,FREE,BUSY
06/26/18,08:10 PM,08:10 PM,Blue Jays at Astros,Minute Maid Park - Houston,"",06/26/18,06/26/18,11:10 PM,11:10 PM,FALSE,TRUE,06/26/18,07:10 PM,07:10 PM,FREE,BUSY
06/27/18,02:10 PM,02:10 PM,Blue Jays at Astros,Minute Maid Park - Houston,"",06/27/18,06/27/18,05:10 PM,05:10 PM,FALSE,TRUE,06/27/18,01:10 PM,01:10 PM,FREE,BUSY
06/29/18,07:07 PM,07:07 PM,Tigers at Blue Jays,Rogers Centre - Toronto,"",06/29/18,06/29/18,10:07 PM,10:07 PM,FALSE,TRUE,06/29/18,06:07 PM,06:07 PM,FREE,BUSY
06/30/18,01:07 PM,01:07 PM,Tigers at Blue Jays,Rogers Centre - Toronto,"",06/30/18,06/30/18,04:07 PM,04:07 PM,FALSE,TRUE,06/30/18,12:07 PM,12:07 PM,FREE,BUSY
07/01/18,01:07 PM,01:07 PM,Tigers at Blue Jays,Rogers Centre - Toronto,"",07/01/18,07/01/18,04:07 PM,04:07 PM,FALSE,TRUE,07/01/18,12:07 PM,12:07 PM,FREE,BUSY
07/02/18,01:07 PM,01:07 PM,Tigers at Blue Jays,Rogers Centre - Toronto,"",07/02/18,07/02/18,04:07 PM,04:07 PM,FALSE,TRUE,07/02/18,12:07 PM,12:07 PM,FREE,BUSY
07/03/18,07:07 PM,07:07 PM,Mets at Blue Jays,Rogers Centre - Toronto,"",07/03/18,07/03/18,10:07 PM,10:07 PM,FALSE,TRUE,07/03/18,06:07 PM,06:07 PM,FREE,BUSY
07/04/18,07:07 PM,07:07 PM,Mets at Blue Jays,Rogers Centre - Toronto,"",07/04/18,07/04/18,10:07 PM,10:07 PM,FALSE,TRUE,07/04/18,06:07 PM,06:07 PM,FREE,BUSY
07/06/18,07:07 PM,07:07 PM,Yankees at Blue Jays,Rogers Centre - Toronto,"",07/06/18,07/06/18,10:07 PM,10:07 PM,FALSE,TRUE,07/06/18,06:07 PM,06:07 PM,FREE,BUSY
07/07/18,04:07 PM,04:07 PM,Yankees at Blue Jays,Rogers Centre - Toronto,"",07/07/18,07/07/18,07:07 PM,07:07 PM,FALSE,TRUE,07/07/18,03:07 PM,03:07 PM,FREE,BUSY
07/08/18,01:07 PM,01:07 PM,Yankees at Blue Jays,Rogers Centre - Toronto,"",07/08/18,07/08/18,04:07 PM,04:07 PM,FALSE,TRUE,07/08/18,12:07 PM,12:07 PM,FREE,BUSY
07/10/18,07:35 PM,07:35 PM,Blue Jays at Braves,SunTrust Park - Atlanta,"",07/10/18,07/10/18,10:35 PM,10:35 PM,FALSE,TRUE,07/10/18,06:35 PM,06:35 PM,FREE,BUSY
07/11/18,07:35 PM,07:35 PM,Blue Jays at Braves,SunTrust Park - Atlanta,"",07/11/18,07/11/18,10:35 PM,10:35 PM,FALSE,TRUE,07/11/18,06:35 PM,06:35 PM,FREE,BUSY
07/12/18,07:10 PM,07:10 PM,Blue Jays at Red Sox,Fenway Park - Boston,"",07/12/18,07/12/18,10:10 PM,10:10 PM,FALSE,TRUE,07/12/18,06:10 PM,06:10 PM,FREE,BUSY
07/13/18,07:10 PM,07:10 PM,Blue Jays at Red Sox,Fenway Park - Boston,"",07/13/18,07/13/18,10:10 PM,10:10 PM,FALSE,TRUE,07/13/18,06:10 PM,06:10 PM,FREE,BUSY
07/14/18,01:05 PM,01:05 PM,Blue Jays at Red Sox,Fenway Park - Boston,"",07/14/18,07/14/18,04:05 PM,04:05 PM,FALSE,TRUE,07/14/18,12:05 PM,12:05 PM,FREE,BUSY
07/15/18,01:05 PM,01:05 PM,Blue Jays at Red Sox,Fenway Park - Boston,"",07/15/18,07/15/18,04:05 PM,04:05 PM,FALSE,TRUE,07/15/18,12:05 PM,12:05 PM,FREE,BUSY
07/17/18,,,NL All-Stars at AL All-Stars - Time TBD,Nationals Park - Washington,"",07/17/18,07/17/18,,,FALSE,TRUE,07/17/18,,,FREE,BUSY
07/20/18,07:07 PM,07:07 PM,Orioles at Blue Jays,Rogers Centre - Toronto,"",07/20/18,07/20/18,10:07 PM,10:07 PM,FALSE,TRUE,07/20/18,06:07 PM,06:07 PM,FREE,BUSY
07/21/18,01:07 PM,01:07 PM,Orioles at Blue Jays,Rogers Centre - Toronto,"",07/21/18,07/21/18,04:07 PM,04:07 PM,FALSE,TRUE,07/21/18,12:07 PM,12:07 PM,FREE,BUSY
07/22/18,01:07 PM,01:07 PM,Orioles at Blue Jays,Rogers Centre - Toronto,"",07/22/18,07/22/18,04:07 PM,04:07 PM,FALSE,TRUE,07/22/18,12:07 PM,12:07 PM,FREE,BUSY
07/23/18,07:07 PM,07:07 PM,Twins at Blue Jays,Rogers Centre - Toronto,"",07/23/18,07/23/18,10:07 PM,10:07 PM,FALSE,TRUE,07/23/18,06:07 PM,06:07 PM,FREE,BUSY
07/24/18,07:07 PM,07:07 PM,Twins at Blue Jays,Rogers Centre - Toronto,"",07/24/18,07/24/18,10:07 PM,10:07 PM,FALSE,TRUE,07/24/18,06:07 PM,06:07 PM,FREE,BUSY
07/25/18,04:07 PM,04:07 PM,Twins at Blue Jays,Rogers Centre - Toronto,"",07/25/18,07/25/18,07:07 PM,07:07 PM,FALSE,TRUE,07/25/18,03:07 PM,03:07 PM,FREE,BUSY
07/27/18,08:10 PM,08:10 PM,Blue Jays at White Sox,Guaranteed Rate Field - Chicago,"",07/27/18,07/27/18,11:10 PM,11:10 PM,FALSE,TRUE,07/27/18,07:10 PM,07:10 PM,FREE,BUSY
07/28/18,07:10 PM,07:10 PM,Blue Jays at White Sox,Guaranteed Rate Field - Chicago,"",07/28/18,07/28/18,10:10 PM,10:10 PM,FALSE,TRUE,07/28/18,06:10 PM,06:10 PM,FREE,BUSY
07/29/18,02:10 PM,02:10 PM,Blue Jays at White Sox,Guaranteed Rate Field - Chicago,"",07/29/18,07/29/18,05:10 PM,05:10 PM,FALSE,TRUE,07/29/18,01:10 PM,01:10 PM,FREE,BUSY
07/30/18,10:05 PM,10:05 PM,Blue Jays at Athletics,Oakland Coliseum - Oakland,"",07/31/18,07/31/18,01:05 AM,01:05 AM,FALSE,TRUE,07/30/18,09:05 PM,09:05 PM,FREE,BUSY
07/31/18,10:05 PM,10:05 PM,Blue Jays at Athletics,Oakland Coliseum - Oakland,"",08/01/18,08/01/18,01:05 AM,01:05 AM,FALSE,TRUE,07/31/18,09:05 PM,09:05 PM,FREE,BUSY
08/01/18,03:35 PM,03:35 PM,Blue Jays at Athletics,Oakland Coliseum - Oakland,"Local TV: MLBN",08/01/18,08/01/18,06:35 PM,06:35 PM,FALSE,TRUE,08/01/18,02:35 PM,02:35 PM,FREE,BUSY
08/02/18,10:10 PM,10:10 PM,Blue Jays at Mariners,Safeco Field - Seattle,"",08/03/18,08/03/18,01:10 AM,01:10 AM,FALSE,TRUE,08/02/18,09:10 PM,09:10 PM,FREE,BUSY
08/03/18,10:10 PM,10:10 PM,Blue Jays at Mariners,Safeco Field - Seattle,"",08/04/18,08/04/18,01:10 AM,01:10 AM,FALSE,TRUE,08/03/18,09:10 PM,09:10 PM,FREE,BUSY
08/04/18,10:10 PM,10:10 PM,Blue Jays at Mariners,Safeco Field - Seattle,"",08/05/18,08/05/18,01:10 AM,01:10 AM,FALSE,TRUE,08/04/18,09:10 PM,09:10 PM,FREE,BUSY
08/05/18,04:10 PM,04:10 PM,Blue Jays at Mariners,Safeco Field - Seattle,"",08/05/18,08/05/18,07:10 PM,07:10 PM,FALSE,TRUE,08/05/18,03:10 PM,03:10 PM,FREE,BUSY
08/07/18,07:07 PM,07:07 PM,Red Sox at Blue Jays,Rogers Centre - Toronto,"",08/07/18,08/07/18,10:07 PM,10:07 PM,FALSE,TRUE,08/07/18,06:07 PM,06:07 PM,FREE,BUSY
08/08/18,07:07 PM,07:07 PM,Red Sox at Blue Jays,Rogers Centre - Toronto,"",08/08/18,08/08/18,10:07 PM,10:07 PM,FALSE,TRUE,08/08/18,06:07 PM,06:07 PM,FREE,BUSY
08/09/18,07:07 PM,07:07 PM,Red Sox at Blue Jays,Rogers Centre - Toronto,"",08/09/18,08/09/18,10:07 PM,10:07 PM,FALSE,TRUE,08/09/18,06:07 PM,06:07 PM,FREE,BUSY
08/10/18,07:07 PM,07:07 PM,Rays at Blue Jays,Rogers Centre - Toronto,"",08/10/18,08/10/18,10:07 PM,10:07 PM,FALSE,TRUE,08/10/18,06:07 PM,06:07 PM,FREE,BUSY
08/11/18,04:07 PM,04:07 PM,Rays at Blue Jays,Rogers Centre - Toronto,"",08/11/18,08/11/18,07:07 PM,07:07 PM,FALSE,TRUE,08/11/18,03:07 PM,03:07 PM,FREE,BUSY
08/12/18,01:07 PM,01:07 PM,Rays at Blue Jays,Rogers Centre - Toronto,"",08/12/18,08/12/18,04:07 PM,04:07 PM,FALSE,TRUE,08/12/18,12:07 PM,12:07 PM,FREE,BUSY
08/13/18,08:15 PM,08:15 PM,Blue Jays at Royals,Kauffman Stadium - Kansas City,"",08/13/18,08/13/18,11:15 PM,11:15 PM,FALSE,TRUE,08/13/18,07:15 PM,07:15 PM,FREE,BUSY
08/14/18,08:15 PM,08:15 PM,Blue Jays at Royals,Kauffman Stadium - Kansas City,"",08/14/18,08/14/18,11:15 PM,11:15 PM,FALSE,TRUE,08/14/18,07:15 PM,07:15 PM,FREE,BUSY
08/15/18,08:15 PM,08:15 PM,Blue Jays at Royals,Kauffman Stadium - Kansas City,"",08/15/18,08/15/18,11:15 PM,11:15 PM,FALSE,TRUE,08/15/18,07:15 PM,07:15 PM,FREE,BUSY
08/16/18,08:15 PM,08:15 PM,Blue Jays at Royals,Kauffman Stadium - Kansas City,"",08/16/18,08/16/18,11:15 PM,11:15 PM,FALSE,TRUE,08/16/18,07:15 PM,07:15 PM,FREE,BUSY
08/17/18,07:05 PM,07:05 PM,Blue Jays at Yankees,Yankee Stadium - Bronx,"",08/17/18,08/17/18,10:05 PM,10:05 PM,FALSE,TRUE,08/17/18,06:05 PM,06:05 PM,FREE,BUSY
08/18/18,01:05 PM,01:05 PM,Blue Jays at Yankees,Yankee Stadium - Bronx,"",08/18/18,08/18/18,04:05 PM,04:05 PM,FALSE,TRUE,08/18/18,12:05 PM,12:05 PM,FREE,BUSY
08/19/18,01:05 PM,01:05 PM,Blue Jays at Yankees,Yankee Stadium - Bronx,"",08/19/18,08/19/18,04:05 PM,04:05 PM,FALSE,TRUE,08/19/18,12:05 PM,12:05 PM,FREE,BUSY
08/20/18,07:07 PM,07:07 PM,Orioles at Blue Jays,Rogers Centre - Toronto,"",08/20/18,08/20/18,10:07 PM,10:07 PM,FALSE,TRUE,08/20/18,06:07 PM,06:07 PM,FREE,BUSY
08/21/18,07:07 PM,07:07 PM,Orioles at Blue Jays,Rogers Centre - Toronto,"",08/21/18,08/21/18,10:07 PM,10:07 PM,FALSE,TRUE,08/21/18,06:07 PM,06:07 PM,FREE,BUSY
08/22/18,12:37 PM,12:37 PM,Orioles at Blue Jays,Rogers Centre - Toronto,"",08/22/18,08/22/18,03:37 PM,03:37 PM,FALSE,TRUE,08/22/18,11:37 AM,11:37 AM,FREE,BUSY
08/24/18,07:07 PM,07:07 PM,Phillies at Blue Jays,Rogers Centre - Toronto,"",08/24/18,08/24/18,10:07 PM,10:07 PM,FALSE,TRUE,08/24/18,06:07 PM,06:07 PM,FREE,BUSY
08/25/18,04:07 PM,04:07 PM,Phillies at Blue Jays,Rogers Centre - Toronto,"",08/25/18,08/25/18,07:07 PM,07:07 PM,FALSE,TRUE,08/25/18,03:07 PM,03:07 PM,FREE,BUSY
08/26/18,01:07 PM,01:07 PM,Phillies at Blue Jays,Rogers Centre - Toronto,"",08/26/18,08/26/18,04:07 PM,04:07 PM,FALSE,TRUE,08/26/18,12:07 PM,12:07 PM,FREE,BUSY
08/27/18,07:05 PM,07:05 PM,Blue Jays at Orioles,Oriole Park at Camden Yards - Baltimore,"",08/27/18,08/27/18,10:05 PM,10:05 PM,FALSE,TRUE,08/27/18,06:05 PM,06:05 PM,FREE,BUSY
08/28/18,07:05 PM,07:05 PM,Blue Jays at Orioles,Oriole Park at Camden Yards - Baltimore,"",08/28/18,08/28/18,10:05 PM,10:05 PM,FALSE,TRUE,08/28/18,06:05 PM,06:05 PM,FREE,BUSY
08/29/18,07:05 PM,07:05 PM,Blue Jays at Orioles,Oriole Park at Camden Yards - Baltimore,"",08/29/18,08/29/18,10:05 PM,10:05 PM,FALSE,TRUE,08/29/18,06:05 PM,06:05 PM,FREE,BUSY
08/31/18,07:10 PM,07:10 PM,Blue Jays at Marlins,Marlins Park - Miami,"",08/31/18,08/31/18,10:10 PM,10:10 PM,FALSE,TRUE,08/31/18,06:10 PM,06:10 PM,FREE,BUSY
09/01/18,07:10 PM,07:10 PM,Blue Jays at Marlins,Marlins Park - Miami,"",09/01/18,09/01/18,10:10 PM,10:10 PM,FALSE,TRUE,09/01/18,06:10 PM,06:10 PM,FREE,BUSY
09/02/18,01:10 PM,01:10 PM,Blue Jays at Marlins,Marlins Park - Miami,"",09/02/18,09/02/18,04:10 PM,04:10 PM,FALSE,TRUE,09/02/18,12:10 PM,12:10 PM,FREE,BUSY
09/03/18,07:07 PM,07:07 PM,Rays at Blue Jays,Rogers Centre - Toronto,"",09/03/18,09/03/18,10:07 PM,10:07 PM,FALSE,TRUE,09/03/18,06:07 PM,06:07 PM,FREE,BUSY
09/04/18,07:07 PM,07:07 PM,Rays at Blue Jays,Rogers Centre - Toronto,"",09/04/18,09/04/18,10:07 PM,10:07 PM,FALSE,TRUE,09/04/18,06:07 PM,06:07 PM,FREE,BUSY
09/05/18,07:07 PM,07:07 PM,Rays at Blue Jays,Rogers Centre - Toronto,"",09/05/18,09/05/18,10:07 PM,10:07 PM,FALSE,TRUE,09/05/18,06:07 PM,06:07 PM,FREE,BUSY
09/06/18,07:07 PM,07:07 PM,Indians at Blue Jays,Rogers Centre - Toronto,"",09/06/18,09/06/18,10:07 PM,10:07 PM,FALSE,TRUE,09/06/18,06:07 PM,06:07 PM,FREE,BUSY
09/07/18,07:07 PM,07:07 PM,Indians at Blue Jays,Rogers Centre - Toronto,"",09/07/18,09/07/18,10:07 PM,10:07 PM,FALSE,TRUE,09/07/18,06:07 PM,06:07 PM,FREE,BUSY
09/08/18,04:07 PM,04:07 PM,Indians at Blue Jays,Rogers Centre - Toronto,"",09/08/18,09/08/18,07:07 PM,07:07 PM,FALSE,TRUE,09/08/18,03:07 PM,03:07 PM,FREE,BUSY
09/09/18,01:07 PM,01:07 PM,Indians at Blue Jays,Rogers Centre - Toronto,"",09/09/18,09/09/18,04:07 PM,04:07 PM,FALSE,TRUE,09/09/18,12:07 PM,12:07 PM,FREE,BUSY
09/11/18,07:10 PM,07:10 PM,Blue Jays at Red Sox,Fenway Park - Boston,"",09/11/18,09/11/18,10:10 PM,10:10 PM,FALSE,TRUE,09/11/18,06:10 PM,06:10 PM,FREE,BUSY
09/12/18,07:10 PM,07:10 PM,Blue Jays at Red Sox,Fenway Park - Boston,"",09/12/18,09/12/18,10:10 PM,10:10 PM,FALSE,TRUE,09/12/18,06:10 PM,06:10 PM,FREE,BUSY
09/13/18,07:10 PM,07:10 PM,Blue Jays at Red Sox,Fenway Park - Boston,"",09/13/18,09/13/18,10:10 PM,10:10 PM,FALSE,TRUE,09/13/18,06:10 PM,06:10 PM,FREE,BUSY
09/14/18,07:05 PM,07:05 PM,Blue Jays at Yankees,Yankee Stadium - Bronx,"",09/14/18,09/14/18,10:05 PM,10:05 PM,FALSE,TRUE,09/14/18,06:05 PM,06:05 PM,FREE,BUSY
09/15/18,04:05 PM,04:05 PM,Blue Jays at Yankees,Yankee Stadium - Bronx,"",09/15/18,09/15/18,07:05 PM,07:05 PM,FALSE,TRUE,09/15/18,03:05 PM,03:05 PM,FREE,BUSY
09/16/18,01:05 PM,01:05 PM,Blue Jays at Yankees,Yankee Stadium - Bronx,"",09/16/18,09/16/18,04:05 PM,04:05 PM,FALSE,TRUE,09/16/18,12:05 PM,12:05 PM,FREE,BUSY
09/17/18,07:05 PM,07:05 PM,Blue Jays at Orioles,Oriole Park at Camden Yards - Baltimore,"",09/17/18,09/17/18,10:05 PM,10:05 PM,FALSE,TRUE,09/17/18,06:05 PM,06:05 PM,FREE,BUSY
09/18/18,07:05 PM,07:05 PM,Blue Jays at Orioles,Oriole Park at Camden Yards - Baltimore,"",09/18/18,09/18/18,10:05 PM,10:05 PM,FALSE,TRUE,09/18/18,06:05 PM,06:05 PM,FREE,BUSY
09/19/18,07:05 PM,07:05 PM,Blue Jays at Orioles,Oriole Park at Camden Yards - Baltimore,"",09/19/18,09/19/18,10:05 PM,10:05 PM,FALSE,TRUE,09/19/18,06:05 PM,06:05 PM,FREE,BUSY
09/20/18,07:07 PM,07:07 PM,Rays at Blue Jays,Rogers Centre - Toronto,"",09/20/18,09/20/18,10:07 PM,10:07 PM,FALSE,TRUE,09/20/18,06:07 PM,06:07 PM,FREE,BUSY
09/21/18,07:07 PM,07:07 PM,Rays at Blue Jays,Rogers Centre - Toronto,"",09/21/18,09/21/18,10:07 PM,10:07 PM,FALSE,TRUE,09/21/18,06:07 PM,06:07 PM,FREE,BUSY
09/22/18,04:07 PM,04:07 PM,Rays at Blue Jays,Rogers Centre - Toronto,"",09/22/18,09/22/18,07:07 PM,07:07 PM,FALSE,TRUE,09/22/18,03:07 PM,03:07 PM,FREE,BUSY
09/23/18,01:07 PM,01:07 PM,Rays at Blue Jays,Rogers Centre - Toronto,"",09/23/18,09/23/18,04:07 PM,04:07 PM,FALSE,TRUE,09/23/18,12:07 PM,12:07 PM,FREE,BUSY
09/24/18,07:07 PM,07:07 PM,Astros at Blue Jays,Rogers Centre - Toronto,"",09/24/18,09/24/18,10:07 PM,10:07 PM,FALSE,TRUE,09/24/18,06:07 PM,06:07 PM,FREE,BUSY
09/25/18,07:07 PM,07:07 PM,Astros at Blue Jays,Rogers Centre - Toronto,"",09/25/18,09/25/18,10:07 PM,10:07 PM,FALSE,TRUE,09/25/18,06:07 PM,06:07 PM,FREE,BUSY
09/26/18,04:07 PM,04:07 PM,Astros at Blue Jays,Rogers Centre - Toronto,"",09/26/18,09/26/18,07:07 PM,07:07 PM,FALSE,TRUE,09/26/18,03:07 PM,03:07 PM,FREE,BUSY
09/28/18,07:10 PM,07:10 PM,Blue Jays at Rays,Tropicana Field - St. Petersburg,"",09/28/18,09/28/18,10:10 PM,10:10 PM,FALSE,TRUE,09/28/18,06:10 PM,06:10 PM,FREE,BUSY
09/29/18,06:10 PM,06:10 PM,Blue Jays at Rays,Tropicana Field - St. Petersburg,"",09/29/18,09/29/18,09:10 PM,09:10 PM,FALSE,TRUE,09/29/18,05:10 PM,05:10 PM,FREE,BUSY
09/30/18,03:10 PM,03:10 PM,Blue Jays at Rays,Tropicana Field - St. Petersburg,"",09/30/18,09/30/18,06:10 PM,06:10 PM,FALSE,TRUE,09/30/18,02:10 PM,02:10 PM,FREE,BUSY
